PositionX , PositionY , Line/corridor_following_distance_error , Number_of_slip_offs
570 , 477 , 0 , 23
570 , 477 , 0 , 23
570 , 477 , 0 , 23
570 , 477 , 0 , 23
570 , 477 , 0 , 23
570 , 477 , 0 , 23
570 , 477 , 0 , 23
566 , 469 , 3 , 24
566 , 469 , 7 , 25
566 , 469 , 7 , 27
562 , 464 , 7 , 26
562 , 464 , 7 , 28
562 , 464 , 7 , 29
562 , 464 , 7 , 30
562 , 464 , 7 , 31
562 , 464 , 7 , 32
562 , 464 , 7 , 33
562 , 459 , 7 , 34
562 , 459 , 7 , 35
562 , 459 , 7 , 36
562 , 459 , 7 , 37
562 , 459 , 7 , 38
562 , 459 , 7 , 39
562 , 459 , 7 , 40
562 , 459 , 7 , 41
562 , 459 , 7 , 42
562 , 459 , 7 , 43
562 , 459 , 7 , 44
562 , 459 , 7 , 45
562 , 459 , 7 , 46
562 , 459 , 7 , 47
562 , 459 , 7 , 48
562 , 459 , 7 , 49
562 , 459 , 7 , 50
562 , 459 , 7 , 51
565 , 459 , 4 , 52
565 , 455 , 4 , 53
565 , 455 , 4 , 54
565 , 455 , 4 , 55
571 , 455 , 0 , 55
571 , 455 , 0 , 55
574 , 449 , 0 , 55
574 , 449 , 0 , 55
580 , 447 , 0 , 55
580 , 447 , 0 , 55
589 , 441 , 0 , 55
589 , 441 , 0 , 55
589 , 441 , 0 , 55
589 , 441 , 0 , 55
595 , 441 , 0 , 55
595 , 441 , 0 , 55
595 , 441 , 0 , 55
595 , 441 , 0 , 55
595 , 441 , 0 , 55
595 , 441 , 0 , 55
595 , 438 , 0 , 55
595 , 438 , 0 , 55
593 , 438 , 0 , 55
593 , 438 , 0 , 55
593 , 438 , 0 , 55
593 , 438 , 0 , 55
593 , 438 , 0 , 55
593 , 438 , 0 , 55
593 , 438 , 0 , 55
593 , 436 , 0 , 55
593 , 436 , 0 , 55
593 , 436 , 0 , 55
587 , 438 , 0 , 55
584 , 438 , 0 , 55
584 , 438 , 0 , 55
581 , 438 , 0 , 55
581 , 438 , 0 , 55
581 , 438 , 0 , 55
577 , 438 , 0 , 55
577 , 438 , 0 , 55
577 , 438 , 0 , 55
577 , 438 , 0 , 55
573 , 438 , 0 , 55
573 , 438 , 0 , 55
573 , 438 , 0 , 55
573 , 438 , 0 , 55
573 , 438 , 0 , 55
573 , 442 , 0 , 55
573 , 442 , 0 , 55
573 , 442 , 0 , 55
577 , 445 , 0 , 55
577 , 447 , 0 , 55
577 , 447 , 0 , 55
577 , 447 , 0 , 55
577 , 447 , 0 , 55
583 , 447 , 0 , 55
583 , 447 , 0 , 55
590 , 449 , 0 , 55
590 , 449 , 0 , 55
597 , 449 , 0 , 55
597 , 449 , 0 , 55
602 , 449 , 0 , 55
602 , 449 , 0 , 55
607 , 449 , 0 , 55
607 , 449 , 0 , 55
607 , 449 , 0 , 55
610 , 449 , 0 , 55
610 , 449 , 0 , 55
610 , 449 , 0 , 55
615 , 445 , 0 , 55
617 , 445 , 0 , 55
617 , 445 , 0 , 55
617 , 445 , 0 , 55
617 , 445 , 0 , 55
622 , 445 , 0 , 55
622 , 445 , 0 , 55
622 , 445 , 0 , 55
629 , 445 , 0 , 55
629 , 445 , 0 , 55
639 , 448 , 0 , 55
639 , 448 , 0 , 55
648 , 448 , 0 , 55
648 , 448 , 0 , 55
648 , 448 , 0 , 55
648 , 448 , 0 , 55
653 , 448 , 0 , 55
653 , 448 , 0 , 55
657 , 445 , 0 , 55
657 , 445 , 0 , 55
657 , 445 , 0 , 55
663 , 445 , 0 , 55
663 , 445 , 0 , 55
663 , 445 , 0 , 55
666 , 445 , 0 , 55
666 , 445 , 0 , 55
666 , 445 , 0 , 55
666 , 445 , 0 , 55
666 , 445 , 0 , 55
674 , 443 , 0 , 55
674 , 443 , 0 , 55
674 , 443 , 0 , 55
674 , 443 , 0 , 55
677 , 443 , 0 , 55
677 , 443 , 0 , 55
677 , 443 , 0 , 55
689 , 445 , 0 , 55
689 , 445 , 0 , 55
689 , 445 , 0 , 55
689 , 445 , 0 , 55
689 , 445 , 0 , 55
689 , 445 , 0 , 55
689 , 445 , 0 , 55
695 , 445 , 0 , 55
695 , 445 , 0 , 55
698 , 449 , 0 , 55
698 , 449 , 0 , 55
698 , 449 , 0 , 55
698 , 449 , 0 , 55
702 , 449 , 0 , 55
702 , 449 , 0 , 55
702 , 449 , 0 , 55
702 , 449 , 0 , 55
705 , 449 , 0 , 55
705 , 449 , 0 , 55
709 , 447 , 0 , 55
709 , 447 , 0 , 55
713 , 447 , 0 , 55
713 , 447 , 0 , 55
718 , 447 , 0 , 55
723 , 447 , 0 , 55
723 , 447 , 0 , 55
730 , 445 , 0 , 55
730 , 445 , 0 , 55
730 , 445 , 0 , 55
730 , 445 , 0 , 55
726 , 441 , 0 , 55
722 , 436 , 0 , 55
722 , 436 , 0 , 55
722 , 436 , 0 , 55
720 , 434 , 0 , 55
720 , 434 , 0 , 55
720 , 434 , 0 , 55
720 , 434 , 0 , 55
720 , 434 , 0 , 55
720 , 434 , 0 , 55
713 , 434 , 0 , 55
706 , 434 , 0 , 55
706 , 432 , 0 , 55
706 , 430 , 0 , 55
706 , 430 , 0 , 55
706 , 430 , 0 , 55
706 , 430 , 0 , 55
698 , 427 , 0 , 55
698 , 427 , 0 , 55
698 , 427 , 0 , 55
698 , 427 , 0 , 55
693 , 424 , 0 , 55
698 , 426 , 0 , 55
698 , 424 , 0 , 55
698 , 424 , 0 , 55
698 , 424 , 0 , 55
698 , 424 , 0 , 55
698 , 420 , 0 , 55
698 , 420 , 0 , 55
696 , 418 , 0 , 55
696 , 418 , 0 , 55
696 , 418 , 0 , 55
696 , 415 , 0 , 55
696 , 415 , 0 , 55
696 , 415 , 0 , 55
696 , 411 , 0 , 55
696 , 411 , 0 , 55
696 , 411 , 0 , 55
696 , 407 , 0 , 55
696 , 402 , 0 , 55
696 , 402 , 0 , 55
698 , 394 , 0 , 55
698 , 394 , 0 , 55
698 , 391 , 0 , 55
698 , 391 , 0 , 55
698 , 389 , 0 , 55
698 , 389 , 0 , 55
698 , 389 , 0 , 55
698 , 389 , 0 , 55
701 , 383 , 0 , 55
701 , 383 , 0 , 55
701 , 381 , 0 , 55
705 , 375 , 0 , 55
705 , 375 , 0 , 55
705 , 375 , 0 , 55
709 , 372 , 0 , 55
713 , 365 , 0 , 55
713 , 365 , 0 , 55
713 , 365 , 0 , 55
713 , 365 , 0 , 55
713 , 365 , 0 , 55
713 , 361 , 0 , 55
713 , 361 , 0 , 55
717 , 358 , 0 , 55
717 , 358 , 0 , 55
717 , 352 , 0 , 55
717 , 352 , 0 , 55
717 , 352 , 0 , 55
717 , 352 , 0 , 55
715 , 354 , 0 , 55
708 , 354 , 0 , 55
708 , 354 , 0 , 55
702 , 354 , 0 , 55
702 , 354 , 0 , 55
696 , 354 , 0 , 55
691 , 354 , 0 , 55
691 , 354 , 0 , 55
682 , 357 , 0 , 55
682 , 357 , 0 , 55
678 , 359 , 0 , 55
678 , 359 , 0 , 55
678 , 359 , 0 , 55
667 , 359 , 0 , 55
667 , 359 , 0 , 55
664 , 359 , 0 , 55
652 , 361 , 0 , 55
652 , 361 , 0 , 55
652 , 361 , 0 , 55
652 , 361 , 0 , 55
642 , 359 , 0 , 55
642 , 359 , 0 , 55
642 , 359 , 0 , 55
642 , 359 , 0 , 55
642 , 359 , 0 , 55
642 , 359 , 0 , 55
642 , 359 , 0 , 55
636 , 356 , 0 , 55
636 , 356 , 0 , 55
633 , 354 , 0 , 55
630 , 352 , 0 , 55
630 , 352 , 0 , 55
630 , 352 , 0 , 55
625 , 348 , 0 , 55
625 , 348 , 0 , 55
620 , 347 , 0 , 55
620 , 347 , 0 , 55
620 , 347 , 0 , 55
620 , 347 , 0 , 55
620 , 347 , 0 , 55
608 , 344 , 0 , 55
608 , 344 , 0 , 55
605 , 344 , 0 , 55
605 , 344 , 0 , 55
605 , 344 , 0 , 55
605 , 344 , 0 , 55
605 , 340 , 0 , 55
605 , 340 , 0 , 55
605 , 340 , 0 , 55
605 , 340 , 0 , 55
605 , 340 , 0 , 55
605 , 340 , 0 , 55
605 , 340 , 0 , 55
608 , 332 , 0 , 55
608 , 332 , 0 , 55
608 , 332 , 0 , 55
608 , 332 , 0 , 55
608 , 328 , 0 , 55
608 , 328 , 0 , 55
608 , 325 , 0 , 55
608 , 325 , 0 , 55
608 , 325 , 0 , 55
608 , 325 , 0 , 55
608 , 325 , 0 , 55
614 , 322 , 0 , 55
614 , 322 , 0 , 55
614 , 322 , 0 , 55
614 , 322 , 0 , 55
614 , 322 , 0 , 55
614 , 322 , 0 , 55
609 , 322 , 0 , 55
609 , 322 , 0 , 55
609 , 322 , 0 , 55
607 , 318 , 0 , 55
607 , 318 , 0 , 55
607 , 318 , 0 , 55
607 , 318 , 0 , 55
607 , 315 , 0 , 55
607 , 315 , 0 , 55
607 , 315 , 0 , 55
603 , 312 , 0 , 55
603 , 310 , 0 , 55
603 , 310 , 0 , 55
603 , 310 , 0 , 55
600 , 306 , 0 , 55
600 , 306 , 0 , 55
600 , 303 , 0 , 55
600 , 303 , 0 , 55
600 , 303 , 0 , 55
600 , 300 , 0 , 55
600 , 300 , 0 , 55
600 , 300 , 0 , 55
600 , 295 , 0 , 55
600 , 292 , 0 , 55
600 , 292 , 0 , 55
600 , 288 , 0 , 55
600 , 288 , 0 , 55
600 , 288 , 0 , 55
600 , 284 , 0 , 55
600 , 284 , 0 , 55
600 , 284 , 0 , 55
600 , 284 , 0 , 55
604 , 279 , 0 , 55
604 , 279 , 0 , 55
604 , 279 , 0 , 55
604 , 279 , 0 , 55
604 , 279 , 0 , 55
607 , 279 , 0 , 55
607 , 279 , 0 , 55
607 , 279 , 0 , 55
607 , 279 , 0 , 55
607 , 279 , 0 , 55
607 , 279 , 0 , 55
607 , 279 , 0 , 55
607 , 276 , 0 , 55
609 , 271 , 0 , 55
609 , 271 , 0 , 55
609 , 271 , 0 , 55
609 , 271 , 0 , 55
611 , 269 , 0 , 55
611 , 269 , 0 , 55
611 , 269 , 0 , 55
611 , 269 , 0 , 55
618 , 256 , 0 , 55
618 , 256 , 0 , 55
618 , 256 , 0 , 55
618 , 254 , 0 , 55
620 , 252 , 0 , 55
620 , 252 , 0 , 55
620 , 252 , 0 , 55
620 , 252 , 0 , 55
620 , 252 , 0 , 55
620 , 252 , 0 , 55
618 , 250 , 0 , 55
618 , 250 , 0 , 55
618 , 250 , 0 , 55
618 , 250 , 0 , 55
618 , 252 , 0 , 55
618 , 252 , 0 , 55
618 , 252 , 0 , 55
618 , 252 , 0 , 55
618 , 252 , 0 , 55
621 , 252 , 0 , 55
621 , 252 , 0 , 55
621 , 252 , 0 , 55
621 , 249 , 0 , 55
618 , 246 , 0 , 55
618 , 246 , 0 , 55
618 , 246 , 0 , 55
618 , 246 , 0 , 55
618 , 244 , 0 , 55
620 , 244 , 0 , 55
623 , 244 , 0 , 55
626 , 246 , 0 , 55
626 , 246 , 0 , 55
626 , 246 , 0 , 55
626 , 246 , 0 , 55
632 , 243 , 0 , 55
632 , 243 , 0 , 55
632 , 243 , 0 , 55
638 , 241 , 0 , 55
638 , 241 , 0 , 55
645 , 241 , 0 , 55
649 , 241 , 0 , 55
649 , 241 , 0 , 55
649 , 241 , 0 , 55
662 , 243 , 0 , 55
662 , 243 , 0 , 55
669 , 243 , 0 , 55
669 , 243 , 0 , 55
669 , 243 , 0 , 55
669 , 243 , 0 , 55
678 , 245 , 0 , 55
678 , 245 , 0 , 55
678 , 245 , 0 , 55
681 , 245 , 0 , 55
681 , 245 , 0 , 55
681 , 245 , 0 , 55
696 , 245 , 0 , 55
700 , 245 , 0 , 55
703 , 243 , 0 , 55
703 , 243 , 0 , 55
705 , 243 , 0 , 55
705 , 243 , 0 , 55
705 , 243 , 0 , 55
705 , 243 , 0 , 55
709 , 243 , 0 , 55
709 , 243 , 0 , 55
709 , 243 , 0 , 55
713 , 244 , 0 , 55
713 , 244 , 0 , 55
713 , 244 , 0 , 55
718 , 244 , 0 , 55
718 , 244 , 0 , 55
718 , 244 , 0 , 55
726 , 248 , 0 , 55
731 , 250 , 0 , 55
731 , 250 , 0 , 55
733 , 250 , 0 , 55
733 , 250 , 0 , 55
733 , 250 , 0 , 55
746 , 250 , 0 , 55
749 , 250 , 0 , 55
749 , 250 , 0 , 55
757 , 250 , 0 , 55
757 , 250 , 0 , 55
757 , 250 , 0 , 55
763 , 253 , 0 , 55
763 , 253 , 0 , 55
763 , 253 , 0 , 55
769 , 259 , 0 , 55
769 , 259 , 0 , 55
769 , 259 , 0 , 55
769 , 259 , 0 , 55
781 , 266 , 0 , 55
781 , 266 , 0 , 55
781 , 266 , 0 , 55
785 , 266 , 0 , 55
798 , 270 , 0 , 55
801 , 270 , 0 , 55
801 , 270 , 0 , 55
810 , 274 , 0 , 55
814 , 276 , 0 , 55
814 , 276 , 0 , 55
814 , 276 , 0 , 55
814 , 276 , 0 , 55
817 , 278 , 0 , 55
824 , 278 , 0 , 55
824 , 278 , 0 , 55
830 , 278 , 0 , 55
830 , 278 , 0 , 55
837 , 281 , 0 , 55
837 , 281 , 0 , 55
837 , 281 , 0 , 55
840 , 281 , 0 , 55
845 , 284 , 0 , 55
845 , 284 , 0 , 55
845 , 284 , 0 , 55
845 , 286 , 0 , 55
857 , 288 , 0 , 55
860 , 288 , 0 , 55
860 , 288 , 0 , 55
860 , 288 , 0 , 55
869 , 292 , 0 , 55
873 , 292 , 0 , 55
873 , 292 , 0 , 55
873 , 292 , 0 , 55
877 , 295 , 0 , 55
877 , 295 , 0 , 55
877 , 295 , 0 , 55
877 , 295 , 0 , 55
884 , 300 , 0 , 55
886 , 302 , 0 , 55
886 , 302 , 0 , 55
886 , 302 , 0 , 55
886 , 302 , 0 , 55
890 , 305 , 0 , 55
890 , 305 , 0 , 55
892 , 305 , 0 , 55
892 , 307 , 0 , 55
892 , 312 , 0 , 55
892 , 312 , 0 , 55
892 , 312 , 0 , 55
892 , 312 , 0 , 55
892 , 314 , 0 , 55
895 , 314 , 0 , 55
895 , 314 , 0 , 55
895 , 316 , 0 , 55
897 , 319 , 0 , 55
897 , 321 , 0 , 55
897 , 321 , 0 , 55
897 , 321 , 0 , 55
897 , 321 , 0 , 55
900 , 326 , 0 , 55
900 , 326 , 0 , 55
900 , 326 , 0 , 55
900 , 326 , 0 , 55
900 , 326 , 0 , 55
900 , 326 , 0 , 55
900 , 326 , 0 , 55
900 , 328 , 0 , 55
900 , 330 , 0 , 55
900 , 330 , 0 , 55
900 , 330 , 0 , 55
900 , 330 , 0 , 55
900 , 332 , 0 , 55
900 , 332 , 0 , 55
900 , 334 , 0 , 55
900 , 334 , 0 , 55
900 , 334 , 0 , 55
900 , 334 , 0 , 55
900 , 334 , 0 , 55
900 , 334 , 0 , 55
900 , 337 , 0 , 55
900 , 337 , 0 , 55
900 , 337 , 0 , 55
902 , 332 , 0 , 55
902 , 332 , 0 , 55
899 , 320 , 0 , 55
899 , 320 , 0 , 55
899 , 320 , 0 , 55
899 , 310 , 0 , 55
899 , 306 , 0 , 55
899 , 306 , 0 , 55
899 , 306 , 0 , 55
899 , 306 , 0 , 55
899 , 306 , 0 , 55
904 , 306 , 0 , 55
904 , 306 , 0 , 55
907 , 304 , 0 , 55
907 , 304 , 0 , 55
911 , 301 , 0 , 55
911 , 301 , 0 , 55
915 , 301 , 0 , 55
915 , 301 , 0 , 55
915 , 301 , 0 , 55
918 , 298 , 0 , 55
925 , 295 , 0 , 55
925 , 295 , 0 , 55
929 , 293 , 0 , 55
929 , 293 , 0 , 55
933 , 293 , 0 , 55
929 , 293 , 0 , 55
933 , 293 , 0 , 55
933 , 293 , 0 , 55
945 , 291 , 0 , 55
945 , 291 , 0 , 55
945 , 291 , 0 , 55
949 , 291 , 0 , 55
949 , 291 , 0 , 55
951 , 291 , 0 , 55
951 , 291 , 0 , 55
951 , 291 , 0 , 55
951 , 291 , 0 , 55
954 , 293 , 0 , 55
954 , 293 , 0 , 55
959 , 290 , 0 , 55
962 , 287 , 0 , 55
962 , 287 , 0 , 55
962 , 287 , 0 , 55
964 , 285 , 0 , 55
964 , 285 , 0 , 55
964 , 285 , 0 , 55
964 , 285 , 0 , 55
964 , 285 , 0 , 55
969 , 280 , 0 , 55
969 , 280 , 0 , 55
973 , 278 , 0 , 55
973 , 278 , 0 , 55
973 , 278 , 0 , 55
973 , 278 , 0 , 55
977 , 275 , 0 , 55
977 , 275 , 0 , 55
977 , 275 , 0 , 55
977 , 275 , 0 , 55
977 , 275 , 0 , 55
983 , 275 , 0 , 55
983 , 275 , 0 , 55
988 , 275 , 0 , 55
988 , 275 , 0 , 55
988 , 275 , 0 , 55
1000 , 271 , 0 , 55
1000 , 271 , 0 , 55
1005 , 271 , 0 , 55
1005 , 271 , 0 , 55
1009 , 271 , 0 , 55
1009 , 271 , 0 , 55
1009 , 271 , 0 , 55
1012 , 271 , 0 , 55
1023 , 268 , 0 , 55
1023 , 268 , 0 , 55
1023 , 268 , 0 , 55
1023 , 268 , 0 , 55
1023 , 268 , 0 , 55
1032 , 268 , 0 , 55
1032 , 268 , 0 , 55
1032 , 268 , 0 , 55
1032 , 268 , 0 , 55
1032 , 266 , 0 , 55
1032 , 266 , 0 , 55
1032 , 266 , 0 , 55
1038 , 268 , 0 , 55
1038 , 268 , 0 , 55
1038 , 268 , 0 , 55
1038 , 268 , 0 , 55
1038 , 270 , 0 , 55
1038 , 271 , 0 , 55
1038 , 271 , 0 , 55
1038 , 271 , 0 , 55
1038 , 271 , 0 , 55
