PositionX , PositionY , Line/corridor_following_distance_error , Number_of_slip_offs
743 , 250 , 0 , 44
743 , 250 , 0 , 44
743 , 254 , 0 , 44
743 , 254 , 0 , 44
750 , 256 , 0 , 44
750 , 256 , 0 , 44
750 , 256 , 0 , 44
753 , 258 , 0 , 44
753 , 258 , 0 , 44
753 , 258 , 0 , 44
753 , 258 , 0 , 44
753 , 258 , 0 , 44
756 , 258 , 0 , 44
756 , 258 , 0 , 44
760 , 260 , 0 , 44
763 , 260 , 0 , 44
763 , 260 , 0 , 44
763 , 260 , 0 , 44
763 , 262 , 0 , 44
763 , 262 , 0 , 44
763 , 262 , 0 , 44
765 , 264 , 0 , 44
765 , 266 , 0 , 44
765 , 266 , 0 , 44
772 , 266 , 0 , 44
772 , 266 , 0 , 44
779 , 269 , 0 , 44
779 , 269 , 0 , 44
779 , 269 , 0 , 44
786 , 271 , 0 , 44
786 , 271 , 0 , 44
786 , 271 , 0 , 44
794 , 271 , 0 , 44
798 , 269 , 0 , 44
798 , 269 , 0 , 44
803 , 269 , 0 , 44
803 , 269 , 0 , 44
807 , 269 , 0 , 44
807 , 269 , 0 , 44
812 , 269 , 0 , 44
812 , 269 , 0 , 44
815 , 272 , 0 , 44
815 , 272 , 0 , 44
815 , 272 , 0 , 44
818 , 272 , 0 , 44
818 , 272 , 0 , 44
818 , 272 , 0 , 44
821 , 272 , 0 , 44
821 , 272 , 0 , 44
821 , 272 , 0 , 44
828 , 266 , 0 , 44
831 , 266 , 0 , 44
831 , 266 , 0 , 44
831 , 266 , 0 , 44
831 , 266 , 0 , 44
834 , 266 , 0 , 44
837 , 268 , 0 , 44
839 , 268 , 0 , 44
839 , 268 , 0 , 44
839 , 268 , 0 , 44
839 , 268 , 0 , 44
839 , 268 , 0 , 44
839 , 268 , 0 , 44
839 , 268 , 0 , 44
842 , 268 , 0 , 44
842 , 268 , 0 , 44
842 , 268 , 0 , 44
847 , 272 , 0 , 44
847 , 272 , 0 , 44
853 , 274 , 0 , 44
853 , 274 , 0 , 44
853 , 274 , 0 , 44
855 , 276 , 0 , 44
855 , 276 , 0 , 44
855 , 276 , 0 , 44
855 , 276 , 0 , 44
863 , 276 , 0 , 44
863 , 276 , 0 , 44
863 , 276 , 0 , 44
863 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
866 , 276 , 0 , 44
872 , 276 , 0 , 44
872 , 276 , 0 , 44
872 , 276 , 0 , 44
874 , 273 , 0 , 44
874 , 273 , 0 , 44
874 , 270 , 0 , 44
874 , 270 , 0 , 44
874 , 270 , 0 , 44
876 , 261 , 0 , 44
876 , 261 , 0 , 44
876 , 261 , 0 , 44
876 , 259 , 0 , 44
876 , 259 , 0 , 44
876 , 259 , 0 , 44
876 , 259 , 0 , 44
879 , 259 , 0 , 44
879 , 259 , 0 , 44
883 , 254 , 0 , 44
883 , 251 , 0 , 44
883 , 251 , 0 , 44
886 , 251 , 0 , 44
886 , 251 , 0 , 44
886 , 248 , 0 , 44
893 , 236 , 0 , 44
893 , 236 , 0 , 44
893 , 236 , 0 , 44
893 , 236 , 0 , 44
893 , 234 , 0 , 44
893 , 234 , 0 , 44
900 , 223 , 0 , 44
900 , 223 , 0 , 44
900 , 223 , 0 , 44
902 , 221 , 0 , 44
902 , 217 , 0 , 44
905 , 217 , 0 , 44
905 , 210 , 0 , 44
905 , 210 , 0 , 44
908 , 201 , 2 , 45
908 , 201 , 2 , 46
908 , 201 , 2 , 47
908 , 196 , 7 , 48
908 , 196 , 7 , 49
911 , 191 , 12 , 50
911 , 191 , 12 , 51
911 , 191 , 12 , 52
914 , 189 , 14 , 53
914 , 189 , 14 , 54
914 , 189 , 14 , 55
914 , 187 , 16 , 56
917 , 187 , 16 , 57
917 , 187 , 16 , 58
917 , 195 , 8 , 59
917 , 195 , 8 , 60
914 , 197 , 6 , 61
914 , 197 , 6 , 62
914 , 197 , 6 , 63
914 , 200 , 3 , 64
914 , 207 , 0 , 64
914 , 209 , 0 , 64
914 , 214 , 0 , 64
914 , 214 , 0 , 64
914 , 214 , 0 , 64
914 , 224 , 0 , 64
914 , 226 , 0 , 64
914 , 226 , 0 , 64
914 , 226 , 0 , 64
917 , 239 , 0 , 64
917 , 239 , 0 , 64
917 , 239 , 0 , 64
917 , 239 , 0 , 64
917 , 239 , 0 , 64
917 , 242 , 0 , 64
914 , 244 , 0 , 64
914 , 244 , 0 , 64
914 , 244 , 0 , 64
914 , 244 , 0 , 64
914 , 244 , 0 , 64
914 , 249 , 0 , 64
914 , 253 , 0 , 64
914 , 253 , 0 , 64
911 , 258 , 0 , 64
911 , 258 , 0 , 64
911 , 258 , 0 , 64
906 , 261 , 0 , 64
906 , 264 , 0 , 64
903 , 267 , 0 , 64
903 , 267 , 0 , 64
903 , 267 , 0 , 64
903 , 267 , 0 , 64
903 , 267 , 0 , 64
903 , 271 , 0 , 64
903 , 271 , 0 , 64
903 , 277 , 0 , 64
903 , 280 , 0 , 64
903 , 285 , 0 , 64
903 , 285 , 0 , 64
903 , 285 , 0 , 64
903 , 285 , 0 , 64
903 , 287 , 0 , 64
903 , 287 , 0 , 64
903 , 287 , 0 , 64
903 , 287 , 0 , 64
903 , 289 , 0 , 64
903 , 289 , 0 , 64
903 , 291 , 0 , 64
903 , 294 , 0 , 64
903 , 296 , 0 , 64
903 , 296 , 0 , 64
903 , 302 , 0 , 64
903 , 302 , 0 , 64
903 , 302 , 0 , 64
903 , 304 , 0 , 64
903 , 304 , 0 , 64
903 , 304 , 0 , 64
903 , 304 , 0 , 64
903 , 304 , 0 , 64
905 , 304 , 0 , 64
910 , 304 , 0 , 64
910 , 304 , 0 , 64
913 , 304 , 0 , 64
913 , 302 , 0 , 64
915 , 302 , 0 , 64
915 , 302 , 0 , 64
915 , 302 , 0 , 64
920 , 302 , 0 , 64
926 , 302 , 0 , 64
929 , 305 , 0 , 64
929 , 305 , 0 , 64
929 , 305 , 0 , 64
929 , 305 , 0 , 64
932 , 306 , 0 , 64
940 , 310 , 0 , 64
940 , 310 , 0 , 64
944 , 310 , 0 , 64
944 , 310 , 0 , 64
949 , 314 , 0 , 64
951 , 316 , 0 , 64
951 , 316 , 0 , 64
951 , 316 , 0 , 64
955 , 318 , 0 , 64
964 , 324 , 0 , 64
964 , 324 , 0 , 64
964 , 324 , 0 , 64
964 , 324 , 0 , 64
964 , 324 , 0 , 64
964 , 324 , 0 , 64
968 , 326 , 0 , 64
968 , 326 , 0 , 64
971 , 329 , 0 , 64
975 , 332 , 0 , 64
977 , 334 , 0 , 64
975 , 334 , 0 , 64
975 , 332 , 0 , 64
975 , 332 , 0 , 64
977 , 334 , 0 , 64
980 , 336 , 0 , 64
983 , 339 , 0 , 64
983 , 339 , 0 , 64
986 , 339 , 0 , 64
990 , 343 , 0 , 64
992 , 346 , 0 , 64
992 , 346 , 0 , 64
992 , 346 , 0 , 64
996 , 351 , 0 , 64
996 , 354 , 0 , 64
996 , 354 , 0 , 64
996 , 354 , 0 , 64
996 , 354 , 0 , 64
996 , 354 , 0 , 64
1003 , 364 , 0 , 64
1003 , 364 , 0 , 64
1003 , 364 , 0 , 64
1006 , 368 , 0 , 64
1006 , 368 , 0 , 64
1006 , 368 , 0 , 64
1006 , 368 , 0 , 64
1006 , 368 , 0 , 64
1006 , 368 , 0 , 64
1006 , 368 , 0 , 64
1001 , 372 , 146 , 65
1001 , 372 , 146 , 66
1001 , 372 , 146 , 67
1001 , 372 , 146 , 68
996 , 375 , 141 , 69
996 , 375 , 141 , 70
996 , 375 , 141 , 71
996 , 375 , 141 , 72
996 , 375 , 141 , 73
991 , 375 , 136 , 74
991 , 375 , 136 , 75
991 , 375 , 136 , 76
991 , 375 , 136 , 77
991 , 375 , 136 , 78
991 , 375 , 136 , 79
991 , 375 , 136 , 80
991 , 375 , 136 , 81
986 , 375 , 131 , 82
986 , 375 , 131 , 83
986 , 375 , 131 , 84
980 , 375 , 125 , 85
980 , 375 , 125 , 86
980 , 375 , 125 , 87
980 , 379 , 125 , 88
980 , 379 , 125 , 89
980 , 379 , 125 , 90
980 , 379 , 125 , 91
980 , 379 , 125 , 92
975 , 381 , 120 , 93
970 , 383 , 115 , 94
970 , 383 , 115 , 95
970 , 383 , 115 , 96
970 , 383 , 115 , 97
970 , 383 , 115 , 98
965 , 383 , 110 , 99
965 , 383 , 110 , 100
965 , 387 , 110 , 101
965 , 387 , 110 , 102
965 , 387 , 110 , 103
965 , 387 , 110 , 104
965 , 387 , 110 , 105
965 , 387 , 110 , 106
961 , 387 , 106 , 107
961 , 387 , 106 , 108
961 , 387 , 106 , 109
961 , 387 , 106 , 110
961 , 387 , 106 , 111
961 , 387 , 106 , 112
961 , 387 , 106 , 113
961 , 391 , 106 , 114
961 , 391 , 106 , 115
961 , 391 , 106 , 116
961 , 391 , 106 , 117
961 , 391 , 106 , 118
961 , 391 , 106 , 119
961 , 391 , 106 , 120
957 , 394 , 102 , 121
957 , 394 , 102 , 122
953 , 396 , 98 , 123
953 , 396 , 98 , 124
953 , 396 , 98 , 125
948 , 396 , 93 , 126
948 , 396 , 93 , 127
948 , 396 , 93 , 128
948 , 396 , 93 , 129
948 , 396 , 93 , 130
948 , 396 , 93 , 131
948 , 396 , 93 , 132
948 , 396 , 93 , 133
948 , 393 , 93 , 134
948 , 393 , 93 , 135
948 , 393 , 93 , 136
948 , 393 , 93 , 137
943 , 393 , 88 , 138
943 , 393 , 88 , 139
939 , 396 , 84 , 140
939 , 396 , 84 , 141
934 , 399 , 79 , 142
934 , 399 , 79 , 143
934 , 399 , 79 , 144
934 , 399 , 79 , 145
912 , 398 , 57 , 146
912 , 398 , 57 , 147
910 , 400 , 55 , 148
907 , 402 , 52 , 149
902 , 402 , 47 , 150
902 , 402 , 47 , 151
902 , 402 , 47 , 152
899 , 405 , 44 , 153
897 , 407 , 42 , 154
897 , 407 , 38 , 155
893 , 407 , 38 , 156
893 , 407 , 38 , 157
889 , 407 , 34 , 158
884 , 407 , 29 , 159
884 , 407 , 29 , 160
884 , 407 , 29 , 161
879 , 410 , 24 , 162
875 , 410 , 20 , 163
871 , 413 , 16 , 164
871 , 413 , 16 , 165
865 , 415 , 10 , 166
865 , 415 , 10 , 167
865 , 415 , 10 , 168
865 , 415 , 10 , 169
856 , 418 , 1 , 170
856 , 418 , 1 , 171
853 , 418 , 0 , 171
850 , 421 , 0 , 171
850 , 421 , 0 , 171
850 , 421 , 0 , 171
846 , 425 , 0 , 171
846 , 425 , 0 , 171
846 , 425 , 0 , 171
840 , 428 , 0 , 171
837 , 431 , 0 , 171
837 , 431 , 0 , 171
833 , 433 , 0 , 171
833 , 433 , 0 , 171
827 , 435 , 0 , 171
827 , 438 , 0 , 171
824 , 438 , 0 , 171
824 , 438 , 0 , 171
820 , 442 , 0 , 171
820 , 442 , 0 , 171
817 , 447 , 0 , 171
817 , 447 , 0 , 171
817 , 449 , 0 , 171
817 , 449 , 0 , 171
817 , 449 , 0 , 171
817 , 449 , 0 , 171
817 , 449 , 0 , 171
817 , 455 , 0 , 171
817 , 455 , 0 , 171
817 , 455 , 0 , 171
817 , 455 , 0 , 171
817 , 455 , 0 , 171
817 , 455 , 0 , 171
817 , 455 , 0 , 171
817 , 455 , 0 , 171
820 , 455 , 0 , 171
820 , 455 , 0 , 171
824 , 458 , 0 , 171
824 , 458 , 0 , 171
826 , 458 , 0 , 171
826 , 458 , 0 , 171
829 , 460 , 0 , 171
829 , 460 , 0 , 171
832 , 460 , 0 , 171
832 , 460 , 0 , 171
837 , 455 , 0 , 171
837 , 455 , 0 , 171
848 , 451 , 0 , 171
848 , 451 , 0 , 171
848 , 451 , 0 , 171
848 , 451 , 1 , 172
853 , 448 , 1 , 173
869 , 438 , 14 , 174
869 , 438 , 14 , 175
869 , 438 , 14 , 176
869 , 438 , 14 , 177
873 , 436 , 18 , 178
873 , 436 , 18 , 179
873 , 436 , 18 , 180
876 , 436 , 21 , 181
876 , 436 , 21 , 182
884 , 438 , 29 , 183
884 , 438 , 29 , 184
884 , 438 , 29 , 185
884 , 438 , 29 , 186
887 , 440 , 32 , 187
887 , 440 , 32 , 188
887 , 440 , 32 , 189
890 , 440 , 35 , 190
893 , 440 , 38 , 191
893 , 440 , 38 , 192
896 , 447 , 41 , 193
896 , 447 , 41 , 194
896 , 447 , 41 , 195
896 , 451 , 41 , 196
899 , 456 , 44 , 197
899 , 456 , 44 , 198
899 , 456 , 44 , 199
901 , 459 , 46 , 200
904 , 462 , 49 , 201
904 , 462 , 49 , 202
904 , 462 , 49 , 203
909 , 465 , 54 , 204
913 , 465 , 58 , 205
913 , 465 , 58 , 206
932 , 467 , 77 , 207
932 , 467 , 77 , 208
932 , 467 , 77 , 209
932 , 467 , 77 , 210
932 , 467 , 77 , 211
963 , 465 , 108 , 212
963 , 465 , 108 , 213
963 , 465 , 108 , 214
963 , 465 , 108 , 215
963 , 465 , 108 , 216
963 , 465 , 108 , 217
963 , 465 , 108 , 218
963 , 465 , 108 , 219
963 , 465 , 108 , 220
963 , 465 , 108 , 221
963 , 465 , 108 , 222
963 , 465 , 108 , 223
963 , 465 , 108 , 224
963 , 465 , 108 , 225
963 , 465 , 108 , 226
963 , 465 , 108 , 227
963 , 465 , 108 , 228
963 , 465 , 108 , 229
963 , 465 , 108 , 230
963 , 465 , 108 , 231
963 , 465 , 108 , 232
963 , 465 , 108 , 233
963 , 465 , 108 , 234
963 , 465 , 108 , 236
963 , 465 , 108 , 236
958 , 477 , 103 , 237
958 , 477 , 103 , 238
958 , 477 , 103 , 239
958 , 477 , 103 , 240
953 , 480 , 98 , 241
953 , 480 , 98 , 242
953 , 480 , 98 , 243
945 , 483 , 90 , 244
945 , 483 , 90 , 245
931 , 496 , 76 , 246
929 , 499 , 74 , 247
929 , 499 , 74 , 248
929 , 501 , 74 , 249
929 , 501 , 74 , 250
929 , 501 , 74 , 251
929 , 501 , 74 , 252
926 , 501 , 71 , 253
926 , 507 , 68 , 254
923 , 507 , 68 , 255
926 , 507 , 68 , 256
923 , 507 , 68 , 257
923 , 507 , 68 , 258
917 , 512 , 62 , 259
917 , 512 , 62 , 260
914 , 516 , 59 , 261
914 , 516 , 59 , 262
911 , 516 , 56 , 263
911 , 516 , 56 , 264
911 , 516 , 56 , 265
911 , 519 , 56 , 266
911 , 519 , 56 , 267
911 , 519 , 56 , 268
911 , 519 , 56 , 269
911 , 523 , 56 , 270
911 , 527 , 56 , 271
907 , 530 , 52 , 272
907 , 530 , 52 , 273
907 , 530 , 52 , 274
907 , 530 , 52 , 275
907 , 530 , 52 , 276
907 , 533 , 52 , 277
907 , 535 , 52 , 278
907 , 535 , 52 , 279
910 , 542 , 55 , 280
910 , 545 , 55 , 281
910 , 549 , 55 , 282
910 , 556 , 55 , 283
910 , 563 , 55 , 284
910 , 563 , 55 , 285
910 , 563 , 55 , 286
910 , 563 , 55 , 287
910 , 573 , 55 , 288
910 , 573 , 55 , 289
910 , 578 , 55 , 290
910 , 578 , 55 , 291
910 , 578 , 55 , 292
910 , 578 , 55 , 293
913 , 587 , 58 , 294
913 , 599 , 58 , 295
913 , 603 , 58 , 296
913 , 610 , 58 , 297
913 , 621 , 58 , 298
913 , 621 , 58 , 299
916 , 628 , 61 , 300
916 , 628 , 61 , 301
916 , 628 , 61 , 302
916 , 628 , 61 , 303
919 , 646 , 64 , 304
919 , 655 , 64 , 305
919 , 655 , 64 , 306
916 , 656 , 61 , 307
913 , 660 , 58 , 308
913 , 660 , 58 , 309
913 , 660 , 58 , 310
913 , 660 , 58 , 311
913 , 668 , 58 , 312
913 , 668 , 58 , 313
913 , 668 , 58 , 314
911 , 671 , 56 , 315
911 , 671 , 56 , 316
911 , 671 , 56 , 317
